"","year","month","day","districts","no.of.dist","District","Count","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8"
"255",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"256",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"257",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"258",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"259",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"260",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"261",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"262",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"263",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"264",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"265",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"266",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"267",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"268",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"269",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"270",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"271",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"272",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"273",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"274",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"275",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"276",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"277",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"278",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"279",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"280",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"281",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"282",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"283",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"284",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"285",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"286",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"287",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"288",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"289",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"290",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"291",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"292",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"293",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"294",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"295",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"296",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"297",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"298",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"299",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"300",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"301",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"302",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"303",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"304",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"305",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"306",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"307",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"308",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"309",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"310",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"311",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"312",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"313",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"314",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"315",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"316",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"317",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"318",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"319",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"320",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"321",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"322",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"323",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"324",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"325",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"326",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"327",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"328",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"329",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"330",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"331",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"332",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"333",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"334",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"335",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"336",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"337",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"338",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"339",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"340",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"341",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"342",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"343",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"344",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"345",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"346",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"347",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"348",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"349",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"350",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"351",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"352",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"353",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"354",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"355",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"356",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"357",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"358",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"359",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"360",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"361",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"362",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"363",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"364",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"365",2025,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"366",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"367",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"368",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"369",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"370",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"371",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"372",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"373",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"374",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"375",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"376",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"377",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"378",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"379",NA,NA,NA,"",1,"",0,"#VALUE!","","","","","","","",""
"380",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"381",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"382",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"383",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"384",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"385",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"386",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"387",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"388",NA,NA,NA,"",NA,"",0,"#VALUE!","","","","","","","",""
"389",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"390",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"391",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"392",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"393",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"394",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"395",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"396",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"397",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"398",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"399",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"400",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"401",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"402",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"403",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"404",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"405",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"406",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"407",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"408",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"409",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"410",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"411",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"412",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"413",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"414",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"415",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"416",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"417",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"418",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"419",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"420",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"421",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"422",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"423",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"424",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"425",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"426",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"427",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"428",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"429",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"430",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"431",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"432",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"433",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"434",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"435",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"436",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"437",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"438",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"439",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"440",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"441",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"442",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"443",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"444",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"445",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"446",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"447",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"448",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"449",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"450",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"451",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"452",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"453",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"454",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"455",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"456",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"457",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"458",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
"459",NA,NA,NA,"",NA,"",NA,"#VALUE!","","","","","","","",""
